06056					
06057					
06058					
06059					
06060					
06061		12	6	0	0
06062					
06333					
06063					
06064					
06065		6	8	0	0
06066					
06067					
06068					
06069					
06070					
06071					
06075					
06076					
06077		3	6	0	0
06078		11	2	0	0
06079					
06080					
06081					
06082					
06083		4	5	0	0
06084		4	5	11	2
06085					
06086		12	2	0	0
06087					
06088					
06089					
06090					
06091					
06092					
06093		6	8	0	0
06094					
06095		6	9	0	0
06096					
06097					
06098					
06099		11	3	0	0
06100					
06101					
06102		6	8	0	0
06103					
06104					
06105					
06106					
06107					
06108					
06109					
06110					
06111					
06112					
06113					
06114					
06115					
06116		6	9	0	0
06117		12	4	0	0
06118					
06119		12	4	0	0
06120		4	6	0	0
06121					
06122					
06123					
06124		4	6	0	0
06125					
06126					
06127					
06128		6	9	0	0
06129					
06130		11	2	0	0
06131					
06132					
06133					
06134		11	2	0	0
06135					
06136					
06334					
06335					
06137					
06138					
06139					
06140					
06141					
06142					
06143					
06144					
06145					
06146					
06147					
06148					
06149		4	5	0	0
06150					
06151					
06152					
06153		3	4	0	0
06154		3	4	0	0
06155					
06336					
06156		6	7	0	0
06337					
06157		4	5	0	0
06158					
06159					
06160		9	12	0	0
06161					
06338					
06162					
06163					
06164					
06165		6	10	0	0
06166					
06167					
06168					
06169		8	9	0	0
06170					
06171		7	9	0	0
06172					
06173		7	10	0	0
06174					
06175		7	8	0	0
06176					
06339					
06177					
06178					
06179					
06180					
06181					
06182		6	8	0	0
06183		5	9	0	0
06184					
06185					
06340					
06186					
06341					
06187					
06188					
06189					
06190					
06191		7	9	0	0
06192					
06342					
06343					
06193		4	7	0	0
06194					
06195					
06196					
06197					
06198					
06199					
06200		12	3	0	0
06201					
06202					
06203		1	3	0	0
06204					
06205		7	9	0	0
06206					
06207		3	5	0	0
06208					
06344					
06209		5	9	0	0
06210		2	3	0	0
06211					
06212		10	12	0	0
06213					
06214					
06215					
06345					
06346					
06347		10	12	0	0
06216					
06348					
06217					
06218					
06219					
06220					
06221					
06222					
06223		5	8	0	0
06349					
06224		5	6	0	0
06225					
06226		11	2	0	0
06350					
06351					
06227					
06352					
06228					
06229		11	2	0	0
06230					
06231					
06232		4	6	0	0
06233		11	2	0	0
06234					
06235					
06236					
06237					
06238					
06239		3	4	0	0
06240					
06241					
06353					
06242					
06243					
06244					
06245		6	8	0	0
06246					
06247		6	8	0	0
06248					
06249		6	8	0	0
06250					
06251					
06252					
06253					
06254					
06255					
06256		4	5	0	0
06257					
06258		2	3	0	0
06259					
06260					
06261					
06262					
06263		11	3	0	0
06264					
06354					
06265					
06266					
06267		11	2	0	0
06355					
06356		11	2	0	0
06268					
06357					
06358					
06359					
06269					
06270					
06271					
06272					
06273					
06072					
06073					
06074					
06274		3	4	0	0
06275					
06276		3	4	0	0
06277					
06278		3	4	0	0
06279					
06360					
06280		6	10	0	0
06281					
06282		10	11	0	0
06283		12	1	0	0
06284					
06285					
06286					
06287					
06288					
06289					
06290					
06291					
06292					
06293		7	8	0	0
06294					
06295					
06296		11	3	0	0
06297					
06298					
06299					
06300					
06301					
06302					
06303		6	7	0	0
06304					
06305					
06306					
06307					
06308					
06309					
06319		4	6	10	12
06310					
06311					
06312		4	8	11	12
06361					
06313					
06314					
06315					
06362					
06316					
06317		11	2	0	0
06318					
06320		3	4	0	0
06321					
06322					
06323					
06324		2	4	0	0
06325					
06326					
07001					
07002					
07003					
07159					
07004					
07005					
07006					
07007		6	7	0	0
07008					
07009					
07010					
07011					
07012		4	5	0	0
07013					
07014					
07160					
07015		7	10	0	0
07016					
07017					
07019		6	7	0	0
07020					
07021					
07022					
07023					
07024					
07025					
07037					
07038					
07039					
07049		10	11	0	0
07050					
07051					
07053		10	11	0	0
07018		1	2	0	0
07026		10	12	0	0
07027		11	1	0	0
07028		10	12	0	0
07029		11	1	0	0
07030					
07031					
07032					
07033					
07034					
07035					
07036					
07040		1	3	0	0
07041					
07042					
07043					
07044					
07045					
07046					
07047					
07161					
07048					
07052		8	10	0	0
07162					
07163					
07056					
07062		4	5	0	0
07164		4	5	0	0
07063					
07064					
07065					
07066					
07067					
07074					
07075		8	9	12	1
07076					
07165		2	4	0	0
07078		8	10	0	0
07079		8	10	0	0
07166					
07085					
07083					
07093		4	6	0	0
07094					
07105		2	3	0	0
07167					
07112					
07113					
07126					
07127					
07129					
07142		7	8	10	12
07143		7	8	10	12
07145					
07155		12	1	0	0
07156		12	1	0	0
07054		11	7	0	0
07168					
07055					
07057					
07169					
07058					
07059					
07060					
07061					
07157					
07158					
07170					
07070		6	7	0	0
07071					
07072					
07073					
07077		7	7	0	0
07171		7	7	0	0
07069					
07080					
07081					
07082					
07086					
07111					
07087					
07088		8	9	0	0
07089					
07090					
07091					
07092					
07095					
07096					
07097		6	8	0	0
07098					
07099					
07100					
07101					
07102					
07103					
07104					
07106					
07107					
07108					
07109					
07110					
07114		6	6	0	0
07115					
07116		7	9	0	0
07117					
07118					
07119					
07120					
07121					
07122					
07123					
07124					
07125					
07172					
07128					
07130					
07173					
07131					
07132		3	8	0	0
07133					
07134					
07135		5	8	0	0
07174		5	8	0	0
07136		7	8	0	0
07137					
07138					
07175					
07139					
07140		7	9	0	0
07141					
07144					
07146					
07147					
07148		10	12	0	0
07176		7	12	0	0
07149					
07150					
07151					
07152					
07153					
07154					
08001		10	11	0	0
08002					
08037					
08003					
08004					
08005					
08038					
08006					
08007					
08008					
08009					
08010					
08039		3	5	10	11
08040					
08041					
08042		3	5	10	11
08043					
08044					
08013					
08014					
08015					
08045					
08016					
08017					
08046					
08018		9	10	0	0
08047					
08019					
08020		10	11	0	0
08021					
08022					
08023					
08024					
08025		10	12	0	0
08048					
08049					
08050					
08026					
08027					
08028					
08029					
08051					
08030					
08031		10	12	0	0
08032					
08052					
08033					
08034		9	10	0	0
08036					
09001					
09002					
09003					
09004					
09005					
09006					
09007					
09012					
09008					
09009					
09010					
09011					
09013					
09014					
09015					
09016					
09017					
09018					
09019					
09020					
09021					
09022					
09023					
09024					
09025					
09026					
09027					
09028					
09049					
09029					
09030					
09050					
09051					
09052					
09053					
09054					
09055					
09032					
09033					
09034					
09035					
09036					
09037		4	6	0	0
09038		4	6	0	0
09039		3	5	0	0
09040					
09041					
09042					
09043					
09044					
09045					
09046					
09047		3	4	0	0
10001					
10002					
10003		5	7	0	0
10389					
10004					
10005					
10390					
10006					
10007					
10391					
10392					
10393		5	7	0	0
10394					
10008		5	7	0	0
10009					
10010					
10011		5	7	0	0
10012					
10013					
10014					
10015		6	8	0	0
10016					
10017					
10018					
10019					
10020					
10021		6	8	0	0
10022					
10023					
10024					
10025		6	8	0	0
10026					
10027					
10028					
10029					
10030					
10031		12	2	0	0
10032		12	2	0	0
10033					
10034					
10035					
10036					
10037		5	6	0	0
10038					
10039					
10040					
10041		6	10	0	0
10042		11	2	0	0
10043					
10044		9	1	0	0
10045					
10046					
10047		6	10	0	0
10048					
10049					
10395					
10050					
10051					
10052					
10053					
10054					
10396		3	5	9	10
10055					
10056					
10057					
10058					
10059					
10060					
10061					
10062					
10063					
10064					
10397					
10065					
10066					
10067		7	7	10	12
10068					
10069					
10070					
10071					
10072					
10073					
10074					
10075					
10076					
10077					
10078					
10079					
10080					
10081					
10082					
10083		6	8	0	0
10084		8	11	0	0
10085		11	12	0	0
10398					
10086		4	5	0	0
10087		8	9	0	0
10088		11	2	0	0
10089					
10090					
10091					
10092					
10093					
10094					
10095					
10096					
10097					
10098		6	8	1	2
10099					
10100					
10101					
10102					
10103					
10399					
10104					
10105					
10106					
10107		6	8	0	0
10108		6	9	0	0
10109		6	8	0	0
10400					
10110		11	1	0	0
10111		5	6	0	0
10112					
10113					
10114					
10115					
10401					
10116		12	2	0	0
10117					
10118					
10119					
10120					
10121					
10122					
10123					
10124		11	1	0	0
10125					
10126					
10127					
10128					
10129					
10130		8	10	0	0
10131					
10132		2	4	0	0
10133					
10134		9	11	0	0
10135					
10136					
10137					
10138					
10139					
10140		12	3	0	0
10141		12	3	0	0
10142					
10143					
10144					
10145					
10146					
10402					
10147					
10148					
10149		6	8	0	0
10150					
10151					
10152		6	8	0	0
10153					
10154		6	9	0	0
10155					
10156					
10403					
10157					
10404					
10405					
10406					
10158					
10159					
10160					
10161					
10162					
10163					
10164					
10165					
10166					
10167					
10168					
10169					
10170		3	4	0	0
10171		10	6	0	0
10172					
10173		9	10	0	0
10407					
10174					
10175					
10176					
10177					
10178					
10179					
10180		11	12	0	0
10181					
10182					
10183					
10184					
10185					
10186		2	4	0	0
10187					
10188		6	8	0	0
10189		10	3	0	0
10190					
10191		5	7	0	0
10192		12	3	0	0
10193		12	3	0	0
10408					
10194					
10195					
10196					
10197					
10198		7	11	0	0
10199		12	2	0	0
10409					
10200					
10201					
10202		11	1	0	0
10203					
10204					
10205		12	2	0	0
10206					
10207					
10208					
10209					
10210					
10211					
10213		6	7	0	0
10214					
10215		6	7	0	0
10212					
10216					
10217					
10218		10	12	0	0
10219					
10220					
10221					
10222		3	4	0	0
10223					
10224					
10225					
10226					
10227					
10228		10	12	0	0
10229					
10230					
10231		7	7	10	11
10233					
10234		11	12	0	0
10235					
10410					
10236		10	3	0	0
10237		12	3	0	0
10238					
10239					
10240					
10241		12	1	0	0
10242					
10243		11	1	0	0
10411					
10244		12	3	0	0
10245					
10246					
10247					
10248					
10412					
10249		10	1	0	0
10250					
10251					
10252					
10253					
10254					
10255					
10256					
10257					
10258					
10259					
10260					
10261					
10262					
10263					
10264					
10265					
10266					
10232					
10267					
10268					
10269					
10270					
10271		4	6	0	0
10272					
10273					
10274					
10275					
10276		1	3	0	0
10277					
10278					
10279		12	3	0	0
10280					
10281		2	4	0	0
10282					
10283					
10284					
10285		7	9	0	0
10286					
10287					
10288					
10289					
10290					
10291					
10292		12	4	0	0
10293		12	4	0	0
10294					
10295		5	8	0	0
10296					
10318					
10297		7	7	1	2
10413					
10298					
10299					
10300					
10301					
10303		4	7	0	0
10304					
10305		2	4	0	0
10306		1	3	0	0
10307					
10308					
10309					
10310		2	4	0	0
10311					
10312					
10313					
10414					
10314					
10315					
10316					
10317					
10319		1	2	0	0
10320		6	9	0	0
10321					
10322					
10323					
10324					
10325					
10326					
10327					
10328					
10415					
10416					
10329					
10330					
10331					
10332					
10333		4	1	0	0
10334					
10335		1	3	0	0
10336					
10337					
10338		11	2	0	0
10339					
10340					
10341					
10342					
10343					
10344		4	6	0	0
10345		6	10	0	0
10346					
10347					
10417					
10418					
10419					
10420					
10348		4	5	0	0
10349					
10350					
10351					
10352		12	3	0	0
10353					
10354					
10355					
10356					
10357					
10358					
10359					
10360		12	3	0	0
10361		4	8	0	0
10362					
10363					
10364					
10365		5	8	0	0
10366					
10367					
10368					
10369					
10370					
10371					
10372					
10373					
10374		1	7	0	0
10375					
10376					
10377					
10378					
10379					
10380					
10381					
10382					
10383					
10384					
10385					
10386					
10387					
10388					
11001					
11002					
11003					
11004					
11005					
11006					
11007					
11008					
11009					
11010					
11011					
11248					
11249					
11012					
11013					
11014					
11015					
11016					
11017					
11018					
11019					
11020					
11250					
11251					
11021					
11022					
11023					
11024					
11025					
11026					
11027					
11028					
11029					
11030					
11031					
11032					
11033					
11034					
11035					
11036					
11037					
11038					
11039					
11040					
11041					
11042					
11043					
11044					
11045					
11046					
11252					
11047					
11048					
11049					
11050					
11051					
11052					
11053					
11054					
11055					
11056					
11057					
11058					
11059					
11253					
11254					
11255					
11256					
11257					
11258					
11259					
11260					
11261					
11262					
11263					
11264					
11265					
11266					
11267					
11060					
11061					
11062					
11063					
11064					
11065					
11066					
11067					
11268					
11269					
11068					
11069					
11070					
11071					
11072					
11073					
11074					
11075					
11076					
11270					
11271					
11077					
11078					
11079					
11080					
11081					
11082					
11083					
11084					
11085					
11086					
11087					
11088					
11089					
11272					
11090					
11273					
11091					
11092					
11093					
11094					
11095					
11096					
11097					
11098					
11099					
11100					
11101					
11102					
11103					
11274					
11104					
11105					
11106					
11107					
11108					
11109					
11110					
11111					
11112					
11113					
11114					
11275					
11115					
11116					
11117					
11118					
11119					
11120					
11121					
11122					
11123					
11124					
11125					
11276					
11126					
11127					
11128					
11129					
11277					
11130					
11131					
11132					
11133					
11134					
11135					
11136					
11137					
11138					
11139					
11140					
11278					
11279					
11141					
11142					
11143					
11144					
11145					
11146					
11147					
11148					
11149					
11150					
11151					
11152					
11153					
11154					
11155					
11156					
11157					
11158					
11159					
11160					
11161					
11162					
11163					
11280					
11164					
11165					
11166					
11167					
11168					
11169					
11170					
11171					
11172					
11173					
11174					
11175					
11176					
11177					
11181					
11182					
11178					
11180					
11183					
11184					
11185					
11186					
11187					
11188					
11189					
11190					
11191					
11192					
11193					
11194					
11195					
11196					
11197					
11198					
11199					
11281					
11200					
11201					
11202					
11282					
11203					
11283					
11179					
11204					
11207					
11239					
11208					
11205					
11206					
11247					
11284					
11209					
11210					
11211					
11212					
11213					
11214					
11215					
11216					
11217					
11218					
11285					
11286					
11219					
11287					
11220					
11288					
11221					
11222					
11223					
11289					
11224					
11225					
11226					
11290					
11227					
11228					
11229					
11230					
11291					
11231					
11232					
11233					
11234					
11235					
11236					
11237					
11292					
11293					
11238					
11240					
11241					
11242					
11243					
11244					
12020					
12001					
12002					
12003					
12004					
12005					
12006					
12007					
12008					
12009					
12010					
12011					
12012					
12013					
12014					
12015					
12016					
12017					
12018					
12019					
13001					
13002					
13003					
13004					
13005					
13006					
13007					
13008					
13009					
13010					
13011					
13012					
13013					
13014					
13015					
13016					
13017					
13018					
13019					
13020					
13021					
13022					
13023					
13024					
13025					
13053					
13054					
13026					
13027					
13028					
13029					
13030					
13031					
13032					
13033					
13034					
13035					
13036					
13037					
13038					
13039					
13055					
13056					
13057					
13058					
13040					
13041					
13042					
13043					
13044					
13045					
13046					
13047					
13048					
13049					
13050					
13051					
13052					
14023					
14024					
14001					
14002					
14003					
14004					
14025					
14005					
14006					
14007					
14008					
14009					
14010					
14011					
14026					
14027					
14028					
14012					
14013					
14014					
14015					
14016					
14017					
14018					
14019					
14020					
14029					
14021					
14022					
14030					
14031					
15001					
15002					
15003					
15005					
15006					
15007					
15008					
15009					
15010					
15011					
15012					
15013					
15014					
15015					
15016					
15017					
15018					
15019					
15121					
15122					
15020					
15123					
15021					
15022					
15124					
15023					
15024					
15025					
15026					
15027					
15004					
15028					
15029					
15030					
15031					
15032					
15033					
15034					
15035					
15036					
15037					
15038					
15039					
15040					
15041					
15042					
15043					
15044					
15045					
15046					
15047					
15048					
15049					
15050					
15051					
15052					
15053					
15055					
15056					
15057					
15058					
15059					
15060					
15061					
15062					
15063					
15064					
15065					
15066					
15067					
15068					
15125					
15069					
15126					
15127					
15128					
15129					
15070					
15130					
15071					
15072					
15131					
15132					
15073					
15074					
15075					
15133					
15134					
15135					
15076					
15077					
15078					
15079					
15080					
15081					
15082					
15083					
15084					
15085					
15086					
15136					
15087					
15088					
15089					
15090					
15091					
15092					
15141					
15093					
15094					
15095					
15054					
15097					
15098					
15099					
15096					
15100					
15101					
15102					
15103					
15104					
15109					
15105					
15107					
15108					
15110					
15111					
15112					
15113					
15106					
15137					
15114					
15115					
15116					
15117					
15118					
15119					
15120					
15138					
15139					
15140					
16001					
16002					
16003					
16004					
16005					
16006					
16007					
16008					
16009					
16010					
16011					
16012					
16013					
16014					
16015					
16016					
16017					
16018					
16019					
16020					
16021					
16022					
16023					
16024					
16025					
16026					
16027					
16028					
16029					
16030					
16031					
16032					
16033					
16034					
16035					
16036					
16037					
16038					
16039					
16040					
16041					
16042					
16043					
16044					
16045					
16046					
16047					
16048					
16049					
16056					
16050					
16051					
16057					
16052					
16053					
16054					
16058					
16055					
17001					
17002					
17003					
17085					
17004					
17005					
17006					
17007					
17008					
17009					
17010					
17011					
17086					
17087					
17088					
17012					
17013					
17014					
17089					
17090					
17015					
17016					
17091					
17017					
17018					
17019					
17020					
17021					
17022					
17023					
17024					
17025					
17026					
17027					
17092					
17093					
17028					
17029					
17030					
17094					
17095					
17031					
17096					
17097					
17098					
17099					
17100					
17101					
17102					
17103					
17104					
17105					
17106					
17107					
17108					
17109					
17110					
17032					
17111					
17033					
17112					
17113					
17114					
17115					
17034					
17035					
17036					
17037					
17038					
17039					
17040					
17116					
17117					
17041					
17042					
17043					
17118					
17044					
17045					
17046					
17047					
17048					
17119					
17120					
17049					
17050					
17121					
17122					
17123					
17124					
17051					
17052					
17125					
17053					
17126					
17127					
17054					
17055					
17056					
17057					
17058					
17059					
17060					
17061					
17062					
17063					
17064					
17065					
17066					
17067					
17068					
17069					
17070					
17071					
17072					
17073					
17074					
17075					
17128					
17076					
17077					
17078					
17079					
17080					
17081					
17082					
17083					
17129					
17084					
18001					
18002					
18003					
18004					
18005					
18006					
18017					
18007					
18018					
18008					
18019					
18009					
18020					
18010					
18021					
18011					
18012					
18013					
18014					
18015					
18016					
18022					
